PlayerName,Pos,Non_Penalty_Goals,npxG_Non_Penalty_xG,Shots_Total,Assists,xAG_Exp_Assisted_Goals,npxG_plus_xAG,Shot_Creating_Actions,Passes_Attempted,Pass_Completion_Percentage,Progressive_Passes,Progressive_Carries,Successful_Take_Ons,Touches_Att_Pen,Progressive_Passes_Rec,Tackles,Interceptions,Blocks,Clearances,Aerials_Won
Federico Valverde,MF,0.23,0.05,1.27,0.09,0.08,0.13,2.72,66.6,89.0,6.57,1.97,0.47,1.03,2.2,1.45,1.97,1.22,1.17,0.89
Antonio Rüdiger,CB,0.0,0.06,0.95,0.0,0.01,0.07,1.1,74.55,91.8,3.44,0.7,0.15,0.9,0.1,0.7,0.4,0.9,3.84,1.4
Kylian Mbappé,FW,0.52,0.52,4.32,0.1,0.2,0.72,3.8,33.91,82.6,4.58,4.74,2.4,10.0,12.55,0.42,0.0,0.16,0.0,0.05
Jude Bellingham,MF,0.36,0.34,2.04,0.36,0.15,0.49,3.48,57.9,86.3,7.38,2.88,1.32,3.72,5.22,1.92,1.02,1.32,0.84,0.84
Aurélien Tchouaméni,MF,0.0,0.06,0.74,0.0,0.03,0.1,1.42,74.34,93.0,6.81,0.87,0.31,0.87,0.43,1.67,1.67,0.74,1.86,2.17
Rodrygo,AM,0.42,0.2,2.44,0.35,0.16,0.36,5.45,51.32,85.9,5.03,4.96,2.09,6.07,12.01,0.63,0.35,0.91,0.28,0.35
Vinicius Júnior,AM,0.43,0.34,3.27,0.36,0.34,0.68,5.12,34.72,74.4,3.42,6.69,2.99,7.54,10.53,1.07,0.07,0.36,0.07,0.07
Lucas Vázquez,FB,0.08,0.09,0.63,0.24,0.29,0.39,2.91,68.35,87.2,4.09,1.5,0.94,2.44,8.58,2.44,0.63,0.63,1.26,0.16
Fran Garcia,FB,0.0,0.05,0.69,0.09,0.05,0.1,1.74,64.74,87.7,4.6,2.6,0.26,1.65,7.64,1.56,0.95,0.69,2.6,0.52
Éder Militão,CB,0.1,0.06,0.96,0.1,0.05,0.11,1.15,68.32,89.3,4.41,0.67,0.48,1.25,0.1,1.82,1.15,1.25,3.36,2.01
Ferland Mendy,FB,0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.65,93.2,3.36,0.97,0.22,0.22,3.79,1.73,0.97,1.08,0.76,0.32
Dani Ceballos,MF,0.0,0.02,0.24,0.0,0.15,0.17,3.43,101.63,94.0,11.39,2.33,0.49,0.61,1.1,3.67,1.35,0.98,0.49,0.24
Brahim Díaz,AM,0.35,0.34,1.62,0.23,0.27,0.6,4.16,44.42,85.9,5.21,2.08,1.85,3.24,6.59,2.08,0.23,1.27,0.12,0.12
Luka Modrić,MF,0.1,0.11,1.13,0.31,0.4,0.51,5.97,93.7,86.9,8.54,2.98,0.41,1.13,3.19,1.03,1.13,0.72,0.82,0.21
Dani Carvajal,FB,0.15,0.19,0.44,0.0,0.03,0.22,1.77,68.42,86.2,3.99,1.92,0.3,1.77,7.09,1.77,1.48,1.18,2.81,1.03
Arda Güler,AM,0.15,0.27,2.81,0.44,0.25,0.52,5.18,55.36,86.1,5.63,2.52,1.63,3.85,6.96,2.37,0.44,1.48,0.89,0.89
Eduardo Camavinga,MF,0.0,0.02,0.52,0.35,0.03,0.05,1.56,68.37,88.6,5.88,1.73,0.87,1.21,2.08,3.29,1.38,1.9,1.38,0.87
Raúl Asencio,CB,0.0,0.0,0.15,0.15,0.06,0.08,0.76,63.57,91.8,1.38,0.46,0.61,0.61,0.61,1.38,0.76,0.0,4.89,1.99
Clément Lenglet,CB,0.09,0.12,0.53,0.09,0.07,0.19,0.89,62.64,87.4,4.35,0.89,0.09,0.8,0.0,0.89,1.24,1.07,4.44,1.95
Rodrigo De Paul,MF,0.24,0.09,0.97,0.24,0.28,0.37,4.43,77.6,80.3,10.87,3.14,0.64,0.97,3.78,1.13,0.32,1.13,0.64,0.24
Robin Le Normand,CB,0.0,0.03,0.36,0.0,0.04,0.07,0.53,57.84,89.6,3.11,0.53,0.09,0.71,0.36,1.16,0.53,0.8,4.0,2.13
Samuel Lino,MF,0.29,0.46,2.72,0.19,0.21,0.67,2.91,51.07,79.5,4.85,3.98,1.36,4.76,11.07,1.07,0.58,1.26,0.68,0.58
Giuliano Simeone,MF,0.11,0.16,0.84,0.32,0.24,0.4,2.52,43.11,76.3,2.94,3.68,1.26,3.89,9.88,1.16,0.63,1.37,0.74,0.32
Javi Galán,FB,0.0,0.01,0.32,0.21,0.21,0.22,1.81,54.6,82.8,3.09,2.88,1.71,0.75,6.5,2.56,0.53,1.07,1.28,1.28
Reinildo Mandava,FB,0.0,0.01,0.12,0.0,0.01,0.02,0.81,62.26,84.1,3.11,1.27,0.23,0.92,1.38,1.96,1.38,1.04,3.22,0.81
Alexander Sørloth,FW,0.83,0.71,3.82,0.21,0.13,0.85,2.17,22.01,62.0,1.55,1.65,1.14,5.99,4.55,0.52,0.0,0.41,1.65,5.79
Axel Witsel,CB,0.0,0.0,0.12,0.12,0.06,0.07,0.35,58.19,90.0,2.13,0.24,0.12,0.47,0.12,1.54,1.06,1.77,3.78,2.72
César Azpilicueta,CB,0.0,0.03,0.69,0.0,0.0,0.03,0.51,72.0,87.6,7.2,1.2,0.17,1.03,1.37,2.06,0.34,0.51,2.74,1.54
Ángel Correa,FW,0.31,0.63,4.08,0.16,0.19,0.8,3.45,29.95,72.3,2.35,2.67,1.72,9.25,9.25,0.78,0.47,1.1,0.78,0.16
Raphinha,AM,0.55,0.62,3.45,0.3,0.49,1.11,5.85,47.57,69.2,5.05,3.45,1.85,6.25,10.99,1.3,0.25,0.75,0.85,0.15
Jules Koundé,FB,0.1,0.08,0.71,0.15,0.18,0.26,1.83,70.28,85.5,5.37,1.62,0.76,2.94,7.2,2.38,0.66,1.37,2.23,1.01
Pau Cubarsí,CB,0.0,0.04,0.36,0.1,0.08,0.12,1.38,91.59,93.3,6.66,0.72,0.2,0.82,0.2,0.92,0.51,0.41,2.82,2.35
Robert Lewandowski,FW,0.86,0.88,3.65,0.11,0.12,1.0,2.15,18.63,73.8,1.99,0.97,0.81,5.75,5.53,0.38,0.05,0.48,1.02,1.02
Pedri,MF,0.22,0.1,0.95,0.11,0.22,0.33,4.49,72.73,86.9,9.87,2.69,1.29,1.85,4.09,1.79,0.67,1.29,0.79,0.11
Iñigo Martínez,CB,0.0,0.02,0.51,0.06,0.09,0.11,1.74,92.25,91.2,8.72,2.7,0.0,1.01,0.17,0.9,0.79,0.62,3.49,2.19
Alejandro Balde,FB,0.0,0.02,0.59,0.18,0.13,0.15,3.14,57.77,87.3,3.79,4.09,1.9,1.6,9.48,0.59,0.3,0.83,0.83,0.53
Lamine Yamal,AM,0.3,0.3,3.9,0.59,0.47,0.77,5.43,41.69,73.7,5.08,5.26,4.31,6.5,12.87,1.42,0.53,0.41,0.18,0.0
Marc Casado,MF,0.0,0.06,0.86,0.2,0.09,0.15,2.51,75.79,89.0,6.21,0.66,0.2,0.4,1.39,2.31,1.19,1.06,1.32,0.46
Dani Olmo,AM,0.69,0.33,3.31,0.0,0.23,0.57,3.45,44.17,76.9,6.49,2.21,2.21,4.97,7.32,1.38,0.14,0.41,0.83,0.97
Ferrán Torres,AM,0.56,0.51,3.23,0.28,0.2,0.7,2.53,28.08,71.5,2.81,2.11,1.26,5.76,8.0,0.7,0.14,0.98,0.28,0.28
Eric García,MF,0.0,0.13,0.94,0.13,0.05,0.19,1.48,72.43,92.4,6.17,1.21,0.27,1.88,0.67,2.15,0.67,1.48,2.15,2.28
Fermin López,AM,0.32,0.45,2.56,0.32,0.19,0.64,2.24,43.16,82.2,4.48,2.4,1.44,3.68,7.51,1.28,0.48,0.16,0.32,0.96
Iñaki Williams,AM,0.21,0.22,2.02,0.31,0.27,0.49,2.59,27.6,60.7,2.33,3.99,1.5,4.56,10.12,0.67,0.47,1.14,0.88,1.04
Daniel Vivian,CB,0.17,0.09,0.74,0.0,0.01,0.09,1.31,59.11,86.0,6.19,1.19,0.51,1.02,0.34,1.53,1.36,0.91,4.6,1.7
Nico Williams,AM,0.06,0.18,2.41,0.19,0.17,0.35,5.21,31.12,70.8,3.24,5.84,2.73,5.27,11.56,1.46,0.32,0.7,0.38,0.44
Álex Berenguer,AM,0.36,0.33,2.42,0.36,0.24,0.58,3.99,37.27,66.9,2.99,2.49,1.07,3.35,7.48,1.14,0.43,0.64,0.5,1.43
Oihan Sancet,AM,0.57,0.39,2.11,0.08,0.1,0.48,2.44,33.01,82.0,5.37,2.93,1.3,3.25,6.34,0.81,0.41,0.65,0.41,0.65
Mikel Jauregizar,MF,0.08,0.03,0.8,0.0,0.08,0.11,3.11,46.19,83.4,5.18,0.72,0.8,0.4,1.12,3.35,1.19,0.72,1.12,1.19
Aitor Paredes,CB,0.24,0.18,0.4,0.0,0.0,0.18,0.48,49.69,83.7,2.75,0.16,0.0,0.57,0.08,0.73,1.29,1.29,6.06,1.7
Yuri Berchiche,FB,0.0,0.03,0.76,0.0,0.08,0.11,1.37,58.45,83.2,6.23,1.82,0.38,0.61,2.66,1.37,1.06,0.99,2.74,1.14
Gorka Guruzeta,FW,0.41,0.28,2.59,0.16,0.04,0.32,1.46,20.41,76.2,1.22,0.32,0.49,3.56,3.4,0.81,0.41,1.7,1.05,1.7
Iñigo Ruiz de Galarreta,MF,0.0,0.01,0.28,0.19,0.2,0.22,3.32,52.48,83.2,8.62,1.42,0.95,0.47,2.37,2.18,0.76,0.57,0.76,0.28
Óscar de Marcos,FB,0.0,0.01,0.26,0.35,0.15,0.16,2.52,58.78,78.1,5.3,1.48,0.09,0.61,4.52,2.0,1.04,0.96,2.26,0.52
Yeray Álvarez,CB,0.0,0.02,0.45,0.0,0.02,0.04,1.09,57.79,82.9,5.99,1.18,0.36,0.73,0.0,1.63,1.91,0.54,4.26,1.91
Beñat Prados,MF,0.1,0.07,1.07,0.0,0.02,0.09,0.88,44.66,81.9,3.61,0.98,0.29,1.07,2.15,2.05,1.95,1.37,1.76,1.37
Andoni Gorosabel,FB,0.0,0.04,0.26,0.13,0.13,0.18,2.51,53.18,85.6,3.43,1.32,0.26,0.92,3.43,2.51,0.66,1.19,3.3,0.79
Adama Boiro,FB,0.0,0.01,0.29,0.0,0.01,0.03,0.74,40.65,80.4,3.09,1.47,0.59,0.59,1.77,1.77,1.18,0.88,2.95,1.47
Unai Gómez,AM,0.13,0.13,1.33,0.27,0.09,0.23,2.13,23.13,67.2,2.13,1.33,1.2,1.73,3.72,0.8,0.27,1.06,1.06,2.53
Mikel Vesga,MF,0.0,0.05,0.47,0.0,0.08,0.13,1.88,53.31,81.5,7.06,0.63,0.31,1.1,2.67,1.88,1.57,1.1,1.72,1.88
Iñigo Lekue,FB,0.0,0.0,0.0,0.0,0.04,0.04,1.39,52.77,75.8,4.78,1.59,0.8,0.2,2.39,1.79,0.8,0.8,2.99,0.6
Álvaro djaló,FW,0.2,0.16,2.76,0.0,0.14,0.3,1.58,15.75,67.5,1.38,3.15,1.97,3.74,8.27,1.18,0.2,0.39,0.79,1.18
Sergi Cardona,FB,0.05,0.1,0.77,0.24,0.21,0.31,2.37,45.24,78.1,2.18,1.74,0.34,2.08,5.7,1.98,1.16,1.64,3.19,1.35
Kiko Femenía,FB,0.0,0.02,0.16,0.05,0.06,0.08,2.04,61.77,88.7,4.71,2.36,0.86,0.48,1.98,1.93,1.61,0.8,2.04,0.21
Alex Baena,MF,0.27,0.24,2.25,0.27,0.39,0.63,6.2,45.77,66.1,6.59,2.74,0.55,2.96,5.43,0.88,0.88,1.43,0.77,0.55
Santi Comesaña,MF,0.18,0.11,0.96,0.12,0.08,0.19,2.93,50.32,87.1,6.04,1.49,0.6,1.97,2.09,2.81,0.78,1.97,1.49,0.9
Pape Gueye,MF,0.06,0.12,2.14,0.0,0.05,0.17,1.94,44.39,79.6,6.21,1.62,0.32,2.72,3.36,2.39,1.1,0.91,1.94,1.16
Daniel Parejo,MF,0.13,0.03,0.4,0.07,0.03,0.07,2.86,62.84,88.3,7.39,0.53,0.4,0.47,1.2,2.0,0.73,0.8,1.4,1.2
Thierno Barry,FW,0.46,0.55,3.22,0.2,0.14,0.7,2.04,13.52,62.1,1.05,1.44,0.46,4.99,5.38,0.53,0.0,0.85,0.46,4.14
Logan Costa,CB,0.14,0.04,0.61,0.0,0.02,0.06,0.82,53.89,87.2,3.88,0.95,0.0,0.61,0.55,1.43,0.61,0.95,3.47,1.64
Raúl Albiol,CB,0.0,0.01,0.15,0.0,0.0,0.01,0.38,61.59,89.4,2.58,0.23,0.0,0.23,0.0,0.76,0.45,0.76,5.23,2.2
Yeremi Pino,MF,0.09,0.2,1.48,0.26,0.29,0.49,3.58,33.08,72.8,2.79,2.18,1.4,5.41,11.26,2.71,0.35,1.75,0.61,0.52
Ayoze Pérez,FW,0.97,0.57,3.54,0.0,0.14,0.72,3.43,19.2,79.9,3.43,3.33,1.61,6.01,5.58,1.29,0.32,0.97,0.86,0.54
Ilias Akhomach,MF,0.15,0.09,2.62,0.0,0.15,0.25,4.47,28.51,73.5,1.85,4.62,2.93,4.47,9.86,1.85,0.46,1.23,2.0,0.92
Eric Bailly,CB,0.0,0.05,0.62,0.0,0.0,0.05,0.31,46.17,87.5,2.64,0.16,0.47,0.78,0.0,1.71,0.93,1.71,3.73,1.55
Nicolas Pépé,FW,0.14,0.28,3.23,0.28,0.13,0.41,2.95,39.45,81.1,4.07,3.93,1.68,5.2,8.99,0.56,0.42,0.42,0.56,1.12
Gerard Moreno,FW,0.0,0.27,3.46,0.15,0.45,0.74,5.41,36.36,76.9,6.61,1.65,1.5,6.31,7.51,1.05,0.3,0.0,0.75,2.25
Arnaut Danjuma,FW,0.27,0.23,1.89,0.0,0.06,0.29,1.89,26.73,74.1,2.34,5.22,1.17,4.77,11.43,0.81,0.09,0.54,0.18,0.18
Florian Lejeune,CB,0.0,0.1,1.59,0.09,0.04,0.14,0.77,51.04,82.2,3.55,0.77,0.14,1.14,0.23,1.23,0.77,1.09,4.83,2.14
Abdul Mumin,CB,0.11,0.02,0.37,0.05,0.01,0.03,0.42,46.97,81.9,1.58,0.47,0.16,0.53,0.16,1.73,1.1,1.84,6.09,1.42
Andrei Ratiu,FB,0.05,0.07,1.04,0.1,0.17,0.23,2.45,48.33,81.3,3.8,3.23,2.03,2.03,4.48,2.24,0.83,0.94,2.03,0.42
Jorge de Frutos,MF,0.23,0.23,2.04,0.12,0.15,0.37,2.5,25.38,69.3,2.1,3.09,1.4,3.9,7.39,1.34,0.7,0.64,0.93,0.41
Isaac Palazón Camacho,FW,0.19,0.17,2.2,0.19,0.15,0.32,3.95,38.69,76.3,4.27,1.1,1.04,1.36,4.72,1.29,0.52,0.78,0.65,0.58
Unai López,MF,0.25,0.11,1.15,0.0,0.03,0.14,2.22,63.72,84.4,5.75,0.82,0.66,1.07,2.14,1.48,1.56,0.99,0.99,0.41
Óscar Valentín,MF,0.0,0.03,0.2,0.0,0.05,0.07,2.08,37.37,80.1,4.29,0.47,0.33,0.74,0.47,2.88,1.41,1.74,2.81,1.81
Pep Chavarría,FB,0.0,0.04,0.28,0.07,0.06,0.1,1.6,55.74,80.0,4.26,1.81,0.35,0.91,4.6,1.67,1.33,1.88,4.6,0.77
Álvaro García,AM,0.15,0.19,1.68,0.15,0.22,0.41,4.17,31.68,62.8,3.15,2.78,0.37,3.44,9.07,1.9,1.39,1.02,1.9,0.37
Sergio Camello,FW,0.24,0.33,2.58,0.16,0.16,0.49,3.07,21.15,78.6,2.18,1.53,1.05,3.71,5.41,0.73,0.32,0.65,1.29,0.89
Adri Embarba,MF,0.08,0.11,2.02,0.08,0.13,0.24,2.44,33.12,63.1,2.78,2.53,0.84,2.87,5.81,2.19,0.67,1.01,0.76,0.67
Pathé Ciss,MF,0.19,0.12,1.22,0.09,0.07,0.2,2.62,49.49,83.6,5.71,0.84,0.75,0.75,0.84,2.62,1.4,1.68,2.81,2.34
Randy Nteka,FW,0.38,0.25,1.51,0.0,0.06,0.31,1.88,19.96,63.5,0.75,0.88,0.38,3.39,3.51,1.26,0.38,1.13,1.26,3.01
Iván Balliu,FB,0.0,0.0,0.0,0.0,0.05,0.05,1.33,44.21,73.7,3.03,0.73,0.24,0.61,1.33,1.21,0.85,0.97,2.54,0.97
Gerard Gumbau,MF,0.0,0.1,1.14,0.19,0.19,0.29,3.23,39.96,68.6,3.42,0.19,0.19,1.14,3.04,2.47,0.57,1.14,1.9,1.9
Juanpe,CB,0.0,0.0,0.18,0.0,0.02,0.02,0.36,70.83,87.2,4.44,0.36,0.0,0.0,0.0,1.42,1.24,1.78,6.57,3.2
Miguel Gutiérrez,FB,0.05,0.07,1.1,0.22,0.19,0.26,2.74,59.16,84.1,4.38,2.41,1.04,2.03,7.89,1.59,0.66,0.49,1.21,0.22
Arnau Martinez,FB,0.12,0.06,0.77,0.12,0.11,0.17,2.13,68.77,86.6,6.76,1.54,0.71,2.19,3.85,1.42,0.77,0.47,2.43,1.13
Bryan Gil,AM,0.19,0.14,1.94,0.19,0.18,0.32,2.97,41.29,81.3,4.06,3.94,2.13,4.58,11.35,1.94,0.58,1.42,0.52,0.0
Daley Blind,CB,0.0,0.01,0.26,0.07,0.05,0.06,1.43,93.57,88.9,10.07,2.4,0.52,0.71,1.75,1.69,1.04,1.3,2.99,0.71
Iván Martín,MF,0.07,0.06,0.33,0.07,0.12,0.18,2.67,65.83,90.7,6.08,2.54,1.07,0.67,2.54,1.4,0.47,0.93,0.67,0.13
Donny van de Beek,AM,0.16,0.1,1.06,0.16,0.24,0.34,1.71,29.27,81.9,2.85,1.06,0.41,3.9,5.94,1.87,0.33,1.3,0.65,0.49
Yangel Herrera,MF,0.17,0.15,1.34,0.17,0.08,0.23,2.34,49.34,82.6,5.51,1.0,0.92,2.0,3.51,3.01,1.67,0.75,2.25,2.0
Abel Ruiz,FW,0.26,0.26,1.74,0.0,0.03,0.29,0.78,18.02,86.5,1.39,1.39,0.44,4.35,4.79,0.35,0.17,0.35,0.35,0.61
Ladislav Krejčí,CB,0.17,0.11,0.74,0.0,0.01,0.11,0.91,87.36,90.0,5.37,1.57,0.0,0.83,0.33,0.74,1.24,0.91,3.22,1.65
Oriol Romeu,MF,0.0,0.01,0.21,0.0,0.01,0.02,1.03,60.27,90.5,5.13,1.13,0.21,0.31,0.51,2.77,0.62,1.33,1.03,0.82
